Codigo especie,Province,Locality,Toponim,Latitude / Y,Longitude / X,Altitude,Min. altitude,Max. altitude,Ecosistem,Source,Year of publication,Year of collection,Authors,Morfometrics,Ecology,Behaviour,Call
190,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
131,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
475,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
448,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
443,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
384,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
251,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
693,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
76,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
41,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
220,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
117,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
180,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
594,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
455,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
328,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
225,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
616,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
615,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
282,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
311,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
2,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
3,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
1,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
85,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
87,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
86,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
380,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
586,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
266,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
552,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
81,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
82,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
80,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
83,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
79,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
321,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
238,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
4,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
169,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
154,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
464,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
467,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
469,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
744,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
333,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
332,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
331,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
263,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
264,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
157,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
511,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
158,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
186,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
670,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
358,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
343,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
566,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
149,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
148,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
269,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
269,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
628,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
427,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
345,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
429,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
634,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
635,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
129,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
456,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
246,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
240,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
690,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
481,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
483,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
482,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
480,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
598,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
167,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
166,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
290,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
285,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
214,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
9,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
8,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
71,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
70,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
442,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
732,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
288,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
287,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
289,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
126,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
101,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
130,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
677,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
17,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
14,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
15,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
204,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
492,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
491,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
713,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
709,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
710,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
714,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
355,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
137,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
226,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
67,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
378,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
431,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
347,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
576,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
577,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
64,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
561,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
514,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
361,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
512,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
734,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
733,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
164,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
216,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
102,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
298,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
364,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
112,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
245,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
244,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
701,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
73,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
569,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
517,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
250,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
572,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
558,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
231,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
671,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
680,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
682,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
679,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
217,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
228,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
417,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
418,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
568,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
412,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
415,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
414,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
413,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
362,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
272,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
273,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
249,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
614,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
205,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
271,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
742,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
104,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
325,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
324,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
740,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
555,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
254,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
498,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
499,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
23,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
649,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
691,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
304,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
545,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
181,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
643,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
642,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
506,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
505,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
396,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
397,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
223,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
224,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
446,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
103,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
351,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
604,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
111,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
557,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
239,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
747,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
372,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
371,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
329,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
408,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
344,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
698,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
699,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
156,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
533,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
444,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
400,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
398,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
388,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
322,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
227,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
177,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
178,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
179,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
176,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
596,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
323,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
409,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
411,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
393,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
394,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
356,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
729,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
728,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
387,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
63,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
21,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
122,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
350,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
348,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
346,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
521,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
697,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
597,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
451,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
450,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
452,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
196,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
735,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
736,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
307,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
194,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
567,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
629,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
547,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
302,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
708,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
106,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
496,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
497,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
108,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
297,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
198,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
366,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
541,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
150,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
383,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
119,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
118,3,Piñas,Buenaventura,"-3,66",-79771,null,500,1150,null,Field data,2008,2007,1,no,no,no,no
