Codigo especie,Province,Locality,Toponim,Latitude / Y,Longitude / X,Altitude,Min. altitude,Max. altitude,Ecosistem,Source,Year of publication,Year of collection,Authors,Morfometrics,Ecology,Behaviour,Call
41,6,Peru - La Vina - Represa,null,"-6,4134","-79,7745",null,null,null,null,null,null,null,18,null,null,null,null
42,6,Peru - La Vina - Represa,null,"-6,4134","-79,7745",null,null,null,null,null,null,null,18,null,null,null,null
42,6,Peru - La Vina - Represa,null,"-6,4134","-79,7745",null,null,null,null,null,null,null,18,null,null,null,null
41,6,Peru - La Vina - Represa,null,"-6,4134","-79,7745",null,null,null,null,null,null,null,18,null,null,null,null
41,6,Peru - La Vina - Represa,null,"-6,4134","-79,7745",null,null,null,null,null,null,null,18,null,null,null,null
41,6,Peru - La Vina - Represa,null,"-6,4134","-79,7745",null,null,null,null,null,null,null,18,null,null,null,null
41,6,Peru - La Vina - Represa,null,"-6,4134","-79,7745",null,null,null,null,null,null,null,18,null,null,null,null
41,6,Peru - La Vina - Represa,null,"-6,4134","-79,7745",null,null,null,null,null,null,null,18,null,null,null,null
42,6,Peru - La Vina - Represa,null,"-6,4134","-79,7745",null,null,null,null,null,null,null,17,null,null,null,null
41,6,Peru - La Vina - Represa,null,"-6,4134","-79,7745",null,null,null,null,null,null,null,18,null,null,null,null
41,6,Peru - La Vina - Represa,null,"-6,4134","-79,7745",null,null,null,null,null,null,null,18,null,null,null,null
567,6,Peru - Pacora - Motupe River crossing,null,-6412,"-79,8923",null,null,null,null,null,null,null,18,null,null,null,null
76,6,Peru - Pacora - Motupe River crossing,null,-6412,"-79,8923",null,null,null,null,null,null,null,18,null,null,null,null
76,6,Peru - Pacora - Motupe River crossing,null,-6412,"-79,8923",null,null,null,null,null,null,null,18,null,null,null,null
76,6,Peru - Pacora - Motupe River crossing,null,-6412,"-79,8923",null,null,null,null,null,null,null,18,null,null,null,null
76,6,Peru - Pacora - Motupe River crossing,null,-6412,"-79,8923",null,null,null,null,null,null,null,18,null,null,null,null
636,6,Peru - Pacora - Motupe River crossing,null,-6412,"-79,8923",null,null,null,null,null,null,null,18,null,null,null,null
636,6,Peru - Pacora - Motupe River crossing,null,-6412,"-79,8923",null,null,null,null,null,null,null,18,null,null,null,null
636,6,Peru - Pacora - Motupe River crossing,null,-6412,"-79,8923",null,null,null,null,null,null,null,18,null,null,null,null
622,6,Peru - Pacora - Motupe River crossing,null,-6412,"-79,8923",null,null,null,null,null,null,null,18,null,null,null,null
41,6,Peru - Pacora - Motupe River crossing,null,-6412,"-79,8923",null,null,null,null,null,null,null,18,null,null,null,null
186,6,Flooded Rice Fields,null,"-6,40923","-79,5387",null,null,null,null,null,null,null,18,null,null,null,null
370,6,Flooded Rice Fields,null,"-6,40923","-79,5387",null,null,null,null,null,null,null,18,null,null,null,null
250,6,Flooded Rice Fields,null,"-6,40923","-79,5387",null,null,null,null,null,null,null,18,null,null,null,null
459,6,Flooded Rice Fields,null,"-6,40923","-79,5387",null,null,null,null,null,null,null,18,null,null,null,null
728,6,Flooded Rice Fields,null,"-6,40923","-79,5387",null,null,null,null,null,null,null,18,null,null,null,null
170,6,Flooded Rice Fields,null,"-6,40923","-79,5387",null,null,null,null,null,null,null,18,null,null,null,null
170,6,Flooded Rice Fields,null,"-6,40923","-79,5387",null,null,null,null,null,null,null,18,null,null,null,null
186,6,Flooded Rice Fields,null,"-6,40923","-79,5387",null,null,null,null,null,null,null,18,null,null,null,null
370,6,Flooded Rice Fields,null,"-6,40923","-79,5387",null,null,null,null,null,null,null,18,null,null,null,null
250,6,Flooded Rice Fields,null,"-6,40923","-79,5387",null,null,null,null,null,null,null,18,null,null,null,null
459,6,Flooded Rice Fields,null,"-6,40923","-79,5387",null,null,null,null,null,null,null,18,null,null,null,null
728,6,Flooded Rice Fields,null,"-6,40923","-79,5387",null,null,null,null,null,null,null,18,null,null,null,null
170,6,Flooded Rice Fields,null,"-6,40923","-79,5387",null,null,null,null,null,null,null,18,null,null,null,null
186,6,Flooded Rice Fields,null,"-6,40923","-79,5387",null,null,null,null,null,null,null,18,null,null,null,null
370,6,Flooded Rice Fields,null,"-6,40923","-79,5387",null,null,null,null,null,null,null,18,null,null,null,null
250,6,Flooded Rice Fields,null,"-6,40923","-79,5387",null,null,null,null,null,null,null,18,null,null,null,null
459,6,Flooded Rice Fields,null,"-6,40923","-79,5387",null,null,null,null,null,null,null,18,null,null,null,null
728,6,Flooded Rice Fields,null,"-6,40923","-79,5387",null,null,null,null,null,null,null,18,null,null,null,null
215,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
186,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
41,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
219,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
541,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
636,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
376,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
610,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
109,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
89,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
738,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
627,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
728,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
85,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
220,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
180,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
254,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
117,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
168,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
170,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
103,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
76,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
570,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
745,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
219,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
76,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
627,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
636,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
170,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
180,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
738,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
625,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
41,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
610,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
168,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
85,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
254,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
376,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
215,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
570,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
220,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
117,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
89,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
745,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
109,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
728,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
186,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
541,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
103,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
738,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
186,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
180,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
170,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
219,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
215,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
220,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
103,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
76,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
85,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
376,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
41,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
625,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
610,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
728,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
109,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
541,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
570,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
636,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
168,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
89,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
627,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
254,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
117,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
745,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
186,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
180,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
170,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
76,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
738,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
220,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
117,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
627,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
745,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
103,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
541,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
610,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
570,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
168,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
625,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
41,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
376,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
636,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
85,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
728,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
89,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
254,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
219,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
215,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
109,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
627,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
738,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
180,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
610,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
636,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
103,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
219,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
76,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
376,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
89,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
220,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
117,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
728,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
570,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
168,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
41,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
186,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
254,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
215,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
170,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
745,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
109,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
85,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
541,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
625,6,PE-Lambayeque Region - -6.4040x-79.5037 - Jun 11 - 2013 - 9:55 PM,null,"-6,40397","-79,5037",null,null,null,null,null,null,null,18,null,null,null,null
370,6,PE-Lambayeque Region - -6.4037x-79.4982 - Jun 11 - 2013 - 9:45 PM,null,"-6,40365","-79,4982",null,null,null,null,null,null,null,18,null,null,null,null
220,6,PE-Lambayeque Region - -6.4037x-79.4982 - Jun 11 - 2013 - 9:45 PM,null,"-6,40365","-79,4982",null,null,null,null,null,null,null,18,null,null,null,null
41,6,PE-Lambayeque Region - -6.4037x-79.4982 - Jun 11 - 2013 - 9:45 PM,null,"-6,40365","-79,4982",null,null,null,null,null,null,null,18,null,null,null,null
627,6,PE-Lambayeque Region - -6.4037x-79.4982 - Jun 11 - 2013 - 9:45 PM,null,"-6,40365","-79,4982",null,null,null,null,null,null,null,18,null,null,null,null
89,6,PE-Lambayeque Region - -6.4037x-79.4982 - Jun 11 - 2013 - 9:45 PM,null,"-6,40365","-79,4982",null,null,null,null,null,null,null,18,null,null,null,null
180,6,PE-Lambayeque Region - -6.4037x-79.4982 - Jun 11 - 2013 - 9:45 PM,null,"-6,40365","-79,4982",null,null,null,null,null,null,null,18,null,null,null,null
219,6,PE-Lambayeque Region - -6.4037x-79.4982 - Jun 11 - 2013 - 9:45 PM,null,"-6,40365","-79,4982",null,null,null,null,null,null,null,18,null,null,null,null
610,6,PE-Lambayeque Region - -6.4037x-79.4982 - Jun 11 - 2013 - 9:45 PM,null,"-6,40365","-79,4982",null,null,null,null,null,null,null,18,null,null,null,null
636,6,PE-Lambayeque Region - -6.4037x-79.4982 - Jun 11 - 2013 - 9:45 PM,null,"-6,40365","-79,4982",null,null,null,null,null,null,null,18,null,null,null,null
