Codigo especie,Province,Year of collection,Year of publication,Ecosistem,Behaviour,Call,Ecology,Authors,Toponim,Morfometrics,Locality,Altitude,Latitude / Y,Longitude / X,Min. altitude,Max. altitude,Source
190,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
131,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
475,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
448,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
443,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
384,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
251,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
693,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
76,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
41,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
220,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
117,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
180,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
594,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
455,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
328,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
225,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
616,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
615,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
282,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
311,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
2,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
3,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
1,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
85,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
87,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
86,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
380,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
586,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
266,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
552,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
81,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
82,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
80,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
83,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
79,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
321,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
238,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
4,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
169,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
154,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
464,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
467,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
469,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
744,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
333,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
332,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
331,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
263,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
264,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
157,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
511,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
158,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
186,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
670,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
358,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
343,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
566,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
149,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
148,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
269,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
269,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
628,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
427,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
345,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
429,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
634,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
635,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
129,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
456,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
246,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
240,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
690,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
481,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
483,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
482,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
480,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
598,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
167,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
166,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
290,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
285,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
214,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
9,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
8,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
71,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
70,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
442,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
732,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
288,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
287,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
289,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
126,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
101,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
130,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
677,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
17,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
14,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
15,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
204,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
492,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
491,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
713,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
709,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
710,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
714,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
355,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
137,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
226,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
67,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
378,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
431,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
347,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
576,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
577,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
64,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
561,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
514,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
361,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
512,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
734,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
733,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
164,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
216,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
102,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
298,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
364,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
112,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
245,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
244,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
701,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
73,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
569,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
517,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
250,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
572,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
558,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
231,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
671,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
680,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
682,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
679,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
217,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
228,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
417,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
418,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
568,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
412,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
415,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
414,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
413,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
362,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
272,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
273,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
249,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
614,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
205,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
271,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
742,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
104,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
325,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
324,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
740,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
555,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
254,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
498,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
499,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
23,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
649,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
691,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
304,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
545,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
181,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
643,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
642,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
506,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
505,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
396,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
397,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
223,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
224,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
446,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
103,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
351,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
604,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
111,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
557,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
239,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
747,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
372,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
371,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
329,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
408,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
344,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
698,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
699,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
156,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
533,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
444,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
400,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
398,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
388,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
322,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
227,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
177,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
178,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
179,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
176,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
596,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
323,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
409,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
411,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
393,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
394,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
356,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
729,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
728,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
387,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
63,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
21,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
122,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
350,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
348,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
346,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
521,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
697,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
597,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
451,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
450,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
452,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
196,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
735,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
736,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
307,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
194,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
567,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
629,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
547,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
302,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
708,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
106,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
496,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
497,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
108,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
297,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
198,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
366,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
541,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
150,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
383,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
119,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
118,3,2007,2008,null,no,no,no,1,Buenaventura,no,Piñas,0,"-3,66",-79771,500,1150,Field data
