CodigoEspecie,Familia,especie,nombre,sinonimo,uicn,endemismo,migracion
UTPL_A0462,62,Myiodynastes maculatus,Streaked Flycatcher,null,1,null,MA - C
UTPL_A0463,62,Myiopagis caniceps,Gray Elaenia,null,0,null,null
UTPL_A0464,62,Myiopagis subplacens,Pacific Elaenia,null,1,BT,null
UTPL_A0465,62,Myiopagis viridicata,Greenish Elaenia,null,1,null,null
UTPL_A0466,62,Myiophobus fasciatus,Bran-colored Flycatcher,null,1,null,null
UTPL_A0467,62,Myiophobus flavicans,Flavescent Flycatcher,null,1,null,null
UTPL_A0468,62,Myiophobus phoenicomitra,Orange-crested Flycatcher,null,1,LOcA - LOrA,null
UTPL_A0469,62,Myiornis ecaudatus,Short-tailed  Pygmy-Tyrant,null,0,null,null
UTPL_A0470,62,Myiotheretes fumigatus,Smoky Bush-Tyrant,null,1,null,null
UTPL_A0471,62,Myiotheretes striaticollis,Streak-throated Bush-Tyrant,null,1,null,null
UTPL_A0472,77,Myiothlypis coronata,Russet-crowned Warbler,null,0,null,null
UTPL_A0473,77,Myiothlypis fraseri,Gray-and-gold Warbler,Brasileuterus fraseri,0,BT,null
UTPL_A0474,77,Myiothlypis fulvicauda,Buff-rumped Warbler,null,0,null,null
UTPL_A0475,77,Myiothlypis nigrocristata,Black-crested Warbler,Brasileuterus negrocristata,0,null,null
UTPL_A0476,62,Myiotriccus ornatus,Ornate Flycatcher,null,1,null,null
UTPL_A0477,62,Myiozetetes cayanensis,Rusty-margined Flycatcher,null,1,null,null
UTPL_A0478,62,Myiozetetes granadensis,Gray-capped Flycatcher,null,0,null,null
UTPL_A0479,62,Myiozetetes similis,Social Flycatcher,null,1,null,null
UTPL_A0480,57,Myrmeciza exsul,Chestnut-backed Antbird,null,1,null,null
UTPL_A0481,57,Myrmeciza griseiceps,Gray-headed Antbird,null,2,S-SO,null
UTPL_A0482,57,Myrmeciza immaculata,Immaculate Antbird,null,1,null,null
UTPL_A0483,57,Myrmeciza nigricauda,Esmeraldas Antbird,Sipia nigricaudata,1,LOcA,null
UTPL_A0484,48,Myrmia micrura,Short-tailed Woodstar,null,1,BT,null
UTPL_A0485,57,Myrmotherula axillaris,White-flanked Antwren,null,1,null,null
UTPL_A0486,57,Myrmotherula schisticolor,Slaty Antwren,null,1,null,null
UTPL_A0487,48,Myrtis fanny,Purple-collared Woodstar,null,0,null,null
UTPL_A0488,38,Mustelirallus erythrops ,Paint-billed Crake,null,0,null,null
UTPL_A0489,82,Netta erythrophthalma,Southern Pochard,null,0,null,null
UTPL_A0490,82,Nomonyx dominicus,Masked Duck,null,1,null,null
UTPL_A0491,52,Notharchus tectus,Pied Puffbird,null,0,null,null
UTPL_A0492,29,Nothoprocta pentlandii,Andean Tinamou,null,1,null,null
UTPL_A0493,40,Numenius phaeopus,Whimbrel,null,0,null,MB
UTPL_A0494,34,Nyctanassa violacea,Yellow-crowned Night-Heron,null,1,null,null
UTPL_A0495,45,Nyctibius griseus,Common Potoo,null,1,null,null
UTPL_A0496,34,Nycticorax nycticorax,Black-crowned Night-Heron,null,1,null,MB - C ?
UTPL_A0497,46,Nyctidromus albicollis,Common Pauraque,null,1,null,null
UTPL_A0498,46,Nyctidromus anthonyi,Scrub Nightjar,null,1,BT,null
UTPL_A0499,52,Nystalus radiatus,Barred Puffbird,null,1,null,null
UTPL_A0500,95,Oceanites gracilis,White-vented Storm-Petrel,null,0,null,VP
UTPL_A0501,95,Oceanites oceanicus,Wilson�s Storm-Petrel,null,0,null,VP - S
UTPL_A0502,95,Oceanodroma homochroa,Ashy Storm-Petrel,null,0,null,VP - ND 
UTPL_A0505,95,Oceanodroma melania,Black Storm-Petrel,null,0,null,VP - N 
UTPL_A0506,95,Oceanodroma tethys,Wedge-rumped Storm-Petrel,null,0,null,VP
UTPL_A0507,62,Ochthoeca frontalis,Crowned Chat-Tyrant,null,1,null,null
UTPL_A0508,62,Ochthoeca fumicolor,Brown-backed Chat-Tyrant,null,1,null,null
UTPL_A0509,62,Ochthoeca jelskii,Jelski�s Chat-Tyrant,Silvicultrix jelskii,1,S-SO,null
UTPL_A0510,62,Ochthoeca piurae ,Piura Chat-Tyrant ,null,0,null,null
UTPL_A0511,62,Ochthoeca rufipectoralis,Rufous-breasted Chat-Tyrant,null,1,null,null
UTPL_A0512,48,Ocreatus underwoodii,Booted Racket-tail,null,1,null,null
UTPL_A0513,31,Odontophorus erythrops,Rufous-fronted Wood-Quail,null,1,null,null
UTPL_A0515,62,Onychorhynchus occidentalis,Pacific Royal-Flycatcher,null,2,BT,null
UTPL_A0516,85,Oreopholus ruficollis,Tawny-throated Dotterel,null,0,null,null
UTPL_A0518,62,Ornithion brunneicapillus,Brown-capped Tyrannulet,null,1,null,null
UTPL_A0519,68,Orochelidon murina,Brown-bellied Swallow,Notiochelidon murina,1,null,null
UTPL_A0520,30,Ortalis erythroptera,Rufous-headed Chachalaca,null,2,BT - RM,null
UTPL_A0521,82,Oxyura jamaicensis,Andean Duck,null,0,null,null
UTPL_A0522,65,Pachyramphus albogriseus,Black-and-white Becard,null,1,null,null
UTPL_A0523,65,Pachyramphus cinnamomeus,Cinnamon Becard,null,1,null,null
UTPL_A0524,65,Pachyramphus homochrous,One-colored Becard,null,1,null,null
UTPL_A0525,65,Pachyramphus polychopterus,White-winged Becard,null,0,null,null
UTPL_A0526,65,Pachyramphus spodiurus,Slaty Becard,null,4,BT,null
UTPL_A0527,36,Pandion haliaetus,Osprey,null,1,null,MB
UTPL_A0528,47,Panyptila cayennensis,Lesser Swallow-tailed Swift,null,1,null,null
UTPL_A0529,37,Parabuteo leucorrhous,White-rumped Hawk,null,1,null,null
UTPL_A0530,37,Parabuteo unicinctus,Harris� Hawk,null,1,null,null
UTPL_A0531,38,Pardirallus maculatus,Spotted Rail,null,0,null,null
UTPL_A0532,38,Pardirallus sanguinolentus,Plumbeous Rail,null,0,null,null
UTPL_A0533,77,Parkesia noveboracensis,Northern Waterthrush,Seiurus noveboracensis,0,null,null
UTPL_A0534,98,Passer domesticus,House Sparrow,null,0,null,null
UTPL_A0535,41,Patagioenas cayennensis,Pale-vented Pigeon,Columba cayannensis,0,null,null
UTPL_A0536,41,Patagioenas fasciata,Band-tailed Pigeon,Columba fasciata,1,null,null
UTPL_A0537,41,Patagioenas goodsoni,Dusky Pigeon,Columba goodsoni,0,B-Ch,null
UTPL_A0538,41,Patagioenas oenops,Peruvian Pigeon,null,2,RM,null
UTPL_A0539,41,Patagioenas plumbea,Plumbeous Pigeon,null,1,null,null
UTPL_A0540,41,Patagioenas speciosa,Scaled Pigeon,Columba speciosa,0,null,null
UTPL_A0541,41,Patagioenas subvinacea,Ruddy Pigeon,Columba subvinacea,2,null,null
UTPL_A0542,48,Patagona gigas,Giant Hummingbird,null,1,null,null
UTPL_A0543,88,Pelecanus occidentalis,Brown Pelican,null,1,null,null
UTPL_A0544,88,Pelecanus thagus,Peruvian Pelican,null,0,null,DP
UTPL_A0545,30,Penelope albipennis,White-winged guan ,null,0,null,null
UTPL_A0546,30,Penelope barbata,Bearded Guan,null,2,LVI,null
UTPL_A0547,30,Penelope purpurascens,Crested Guan,null,1,null,null
UTPL_A0549,68,Petrochelidon rufocollaris,Chestnut-collared Swallow,null,1,BT,null
UTPL_A0551,62,Phaeomyias murina,Mouse-colored Tyrannulet,null,1,BT ssp,null
UTPL_A0552,96,Phaethon aethereus,Red-billed Tropicbird,null,0,null,null
UTPL_A0553,48,Phaethoris griseogularis,Gray-chinned Hermit,null,0,null,null
UTPL_A0555,48,Phaethornis longirostris,Long-billed Hermit,null,1,BT,null
UTPL_A0556,48,Phaethornis striigularis,Stripe-throated Hermit,null,1,null,null
UTPL_A0557,48,Phaethornis syrmatophorus,Tawny-bellied Hermit,null,1,null,null
UTPL_A0558,48,Phaethornis yaruqui,White-whiskered Hermit,null,1,B-Ch,null
UTPL_A0559,83,Phalacrocorax bougainvillii,Guanay cormorant,null,0,null,DP - D
UTPL_A0560,83,Phalacrocorax brasilianus,Neotropic Cormorant,null,1,null,null
UTPL_A0561,83,Phalacrocorax gaimardi,Red-legged Cormorant,null,3,null,null
UTPL_A0562,40,Phalaropus fulicarius,Red Phalarope,null,0,null,MB - P
UTPL_A0563,40,Phalaropus lobatus,Red-necked Phalarope,null,0,null,MB
UTPL_A0564,40,Phalaropus tricolor,Wilson�s Phalarope,Steganopus tricolor ,0,null,MB
UTPL_A0565,55,Phalcoboenus megalopterus,Mountain Caracara,null,1,null,null
UTPL_A0566,49,Pharomachrus antisianus,Crested Quetzal,null,1,null,null
UTPL_A0567,49,Pharomachrus auriceps,Golden-headed Quetzal,null,1,null,null
UTPL_A0568,76,Pheucticus chrysogaster,Southern Yellow-Grosbeak,null,1,null,null
UTPL_A0569,76,Pheucticus ludovicianus,Rose-breasted Grosbeak,null,0,null,MB
UTPL_A0570,69,Pheugopedius euophrys,Plain-tailed Wren,Thryothorus euophrys,0,null,null
UTPL_A0571,69,Pheugopedius mystacalis,Whiskered Wren,Thryothorus mystacalis�,1,null,null
UTPL_A0572,69,Pheugopedius sclateri,Speckle-breasted Wren,Thryothorus sclateri,0,BT - RM,null
UTPL_A0573,61,Philydor fuscipenne,Slaty-winged Foliage-gleaner,null,1,null,null
UTPL_A0574,61,Philydor rufum,Buff-fronted Foliage-gleaner,null,1,null,null
UTPL_A0575,93,Phoebastria irrorata,Waved Albatross,null,0,null,null
UTPL_A0576,87,Phoenicopterus chilensis,Chilean Flamingo,null,3,null,DP
UTPL_A0577,73,Phrygilus alaudinus,Band-tailed Sierra-Finch,null,1,null,null
UTPL_A0578,73,Phrygilus plebejus,Ash-breasted Sierra-Finch,null,1,null,null
UTPL_A0579,73,Phrygilus unicolor,Plumbeous Sierra-Finch,null,1,null,null
UTPL_A0580,62,Phyllomyias cinereiceps,Ashy-headed Tyrannulet,null,1,null,null
UTPL_A0581,62,Phyllomyias griseiceps,Sooty-headed Tyrannulet,null,1,null,null
UTPL_A0582,62,Phyllomyias nigrocapillus,Black-capped Tyrannulet,null,1,null,null
UTPL_A0584,62,Phyllomyias uropygialis,Tawny-rumped Tyrannulet,null,1,null,null
UTPL_A0585,62,Phylloscartes superciliaris,Rufous-browed Tyrannulet,null,0,null,null
UTPL_A0586,63,Phytotoma raimondii,Peruvian Plantcutter,null,0,null,null
UTPL_A0587,42,Piaya cayana,Squirrel Cuckoo,null,1,null,null
UTPL_A0588,54,Picoides fumigatus,Smoky-brown Woodpecker,Veniliornis fumigatus/Leuconotopicus fumigatus,1,null,null
UTPL_A0589,54,Piculus leucolaemus,White-throated Woodpecker,null,0,null,null
UTPL_A0590,54,Picumnus olivaceus,Olivaceous Piculet,null,1,null,null
UTPL_A0591,54,Picumnus sclateri,Ecuadorian Piculet,null,1,BT,null
UTPL_A0592,73,Piezorina cinerea,Cinereous Finch,null,0,BT,null
UTPL_A0593,56,Pionus chalcopterus,Bronze-winged Parrot,null,1,null,null
UTPL_A0594,56,Pionus menstruus,Blue-headed Parrot,null,0,null,null
UTPL_A0595,56,Pionus sordidus,Red-billed Parrot,null,1,null,null
UTPL_A0596,56,Pionus tumultuosus,Speckle-faced Parrot,null,1,null,null
UTPL_A0597,64,Pipra mentalis,Red-capped Manakin,null,1,null,null
UTPL_A0598,73,Pipraeidea bonariensis,Blue-and-yellow Tanager,Thraupis bonariensis,0,null,null
UTPL_A0599,73,Pipraeidea melanonota,Fawn-breasted Tanager,null,1,null,null
UTPL_A0600,63,Pipreola arcuata,Barred Fruiteater,null,1,null,null
UTPL_A0601,63,Pipreola lubomirskii,Black-chested Fruiteater,null,0,LOrA,null
UTPL_A0602,63,Pipreola riefferii,Green-and-black Fruiteater,null,1,null,null
UTPL_A0603,76,Piranga flava,Hepatic Tanager,null,1,null,MB
UTPL_A0604,76,Piranga leucoptera,White-winged Tanager,null,1,null,null
UTPL_A0605,76,Piranga rubra,Summer Tanager,null,1,null,MB
UTPL_A0607,105,Pittasoma rufopileatum,Rufous-crowned Antpitta,null,0,B-Ch,null
UTPL_A0608,89,Platalea ajaja,Roseate Spoonbill,null,0,null,null
UTPL_A0609,62,Platyrinchus coronatus,Golden-crowned Spadebill,null,0,null,null
UTPL_A0610,62,Platyrinchus mystaceus,White-throated Spadebill,null,1,null,null
UTPL_A0611,89,Plegadis ridgwayi,Puna Ibis,null,1,null,null
UTPL_A0612,85,Pluvialis dominica,American Golden-Plover,null,0,null,MB - P
UTPL_A0613,85,Pluvialis squatarola,Gray Plover,null,0,null,MB
UTPL_A0614,86,Podiceps major,Great Grebe,null,0,null,null
UTPL_A0615,86,Podiceps occipitalis,Silvery Grebe,null,0,null,null
UTPL_A0616,86,Podilymbus podiceps,Pied-billed Grebe,null,0,null,null
UTPL_A0617,62,Poecilotriccus ruficeps,Rufous-crowned Tody-Flycatcher,null,1,null,null
UTPL_A0618,70,Polioptila plumbea,Tropical Gnatcatcher,null,1,null,null
UTPL_A0619,48,Polyonymus caroli,Bronze-tailed Comet,null,1,null,null
UTPL_A0620,73,Poospiza hispaniolensis,Collared Warbling-Finch,null,1,BT,null
UTPL_A0622,38,Porphyrio martinicus,Purple Gallinule,null,0,null,null
UTPL_A0623,61,Premnoplex brunnescens,Spotted Barbtail,null,1,null,null
UTPL_A0626,94,Procellaria parkinsoni,Parkinson�s Petrel,null,0,null,VP - S 
UTPL_A0627,68,Progne chalybea,Gray-breasted Martin,null,1,null,null
UTPL_A0629,68,Progne subis,Purple Martin,null,1,null,MB - D - P
UTPL_A0630,68,Progne tapera,Brown-chested Martin,null,1,null,MA - C
UTPL_A0631,78,Psarocolius angustifrons,Russet-backed Oropendola,null,1,null,null
UTPL_A0632,78,Psarocolius wagleri,Chestnut-headed Oropendola,Zarinchus wagleri,0,null,null
UTPL_A0634,37,Pseudastur occidentalis,Gray-backed Hawk,Leucopternis occidentalis,4,BT,null
UTPL_A0635,62,Pseudelaenia leucospodia,Gray-and-white Tyrannulet,null,1,BT,null
UTPL_A0636,61,Pseudocolaptes boissonneautii,Streaked Tuftedcheek,null,1,null,null
UTPL_A0637,61,Pseudocolaptes johnsoni,Pacific Tuftedcheek,null,0,null,null
UTPL_A0638,43,Pseudoscops clamator,Striped Owl,null,1,null,null
UTPL_A0639,62,Pseudotriccus pelzelni,Bronze-olive Pygmy-Tyrant,null,1,null,null
UTPL_A0640,56,Psittacara erythrogenys,Red-masked Parakeet,null,3,BT,null
UTPL_A0641,56,Psittacara wagleri,Scarlet-fronted Parakeet,Aratinga wagleri,3,null,null
UTPL_A0642,94,Pterodroma phaeopygia,Dark-rumped Petrel,null,0,null,VP
UTPL_A0643,53,Pteroglossus torquatus ,Collared Aracari ,null,1,null,null
UTPL_A0644,48,Pterophanes cyanopterus,Great Sapphirewing,null,1,null,null
UTPL_A0645,94,Ardenna creatopus,Pink-footed Shearwater,Puffinus creatopus,0,null,VP - S 
UTPL_A0646,94,Ardenna grisea,Sooty Shearwater,Puffinus griseus,0,null,VP - S 
UTPL_A0647,94,Puffinus lherminieri,Audubon�s Shearwater,null,0,null,VP - D 
UTPL_A0648,43,Pulsatrix perspicillata,Spectacled Owl,null,1,null,null
UTPL_A0649,68,Pygochelidon cyanoleuca,Blue-and-white Swallow,Notiochelidon cyanoleuca,1,null,MA - C
UTPL_A0650,57,Pyriglena leuconota,White-backed Fire-eye,null,1,null,null
UTPL_A0651,56,Pyrilia pulchra,Rose-faced Parrot,Pionopsitta pulchra,1,B-Ch,null
UTPL_A0652,62,Pyrocephalus rubinus,Vermilion Flycatcher,null,1,null,MA - C
UTPL_A0653,62,Pyrrhomyias cinnamomeus,Cinnamon Flycatcher,null,1,null,null
UTPL_A0654,56,Pyrrhura orcesi,El Oro Parakeet,null,4,S-SO,null
UTPL_A0655,63,Querula purpurata,Purple-throated Fruitcrow,null,0,null,null
UTPL_A0656,78,Quiscalus mexicanus,Great-tailed Grackle,null,0,null,null
UTPL_A0657,38,Rallus longirostris,Clapper Rail,null,0,null,null
UTPL_A0658,53,Ramphastos ambiguus,Yellow-throated Toucan,null,3,null,null
UTPL_A0659,53,Ramphastos brevis,Choc� Toucan,null,1,B-Ch,null
UTPL_A0660,70,Ramphocaenus melanurus,Long-billed Gnatwren,null,0,null,null
UTPL_A0664,73,Rhodospingus cruentus,Crimson-breasted Finch,null,1,BT,MI
UTPL_A0665,62,Rhynchocyclus pacificus,Pacific Flatbill,null,0,B-Ch,null
UTPL_A0666,31,Rhynchortyx cinctus,Tawny-faced Quail,null,0,null,null
UTPL_A0667,75,Rhynchospiza stolzmanni,Tumbes Sparrow,Aimophila stolzmanni,1,BT,null
UTPL_A0668,62,Rhytipterna holerythra,Rufous Mourner,null,0,null,null
UTPL_A0669,68,Riparia riparia,Bank Swallow,null,0,null,MB - P
UTPL_A0670,37,Rostrhamus sociabilis,Snail Kite,null,1,null,null
UTPL_A0672,37,Rupornis magnirostris,Roadside Hawk,Bueteo magnirostris,1,null,null
UTPL_A0673,102,Rynchops niger,Black Skimmer,null,0,null,null
UTPL_A0674,74,Saltator atripennis,Black-winged Saltator,null,1,null,null
UTPL_A0675,76,Saltator aurantiirostris,Golden-billed Saltator,null,1,null,null
UTPL_A0677,74,Saltator grossus,Slate-colored Grosbeak,Pitillus grossus,1,null,null
UTPL_A0678,74,Saltator maximus,Buff-throated Saltator,null,1,null,null
UTPL_A0679,74,Saltator nigriceps,Black-cowled Saltator,null,1,S-SO,null
UTPL_A0680,74,Saltator striatipectus,Streaked Saltator,null,1,null,null
UTPL_A0681,35,Sarcoramphus papa,King Vulture,null,1,null,null
UTPL_A0682,82,Sarkidiornis melanotos,Comb Duck,null,1,null,null
UTPL_A0683,62,Sayornis nigricans,Black Phoebe,null,1,null,null
UTPL_A0684,65,Schiffornis turdina,Thrush-like Schiffornis,Schiffornis turdinus,1,null,null
UTPL_A0685,48,Schistes geoffroyi,Wedge-billed Hummingbird,null,1,null,null
UTPL_A0686,61,Sclerurus guatemalensis,Scaly-throated Leaftosser,null,0,null,null
UTPL_A0687,61,Sclerurus mexicanus,Tawny-throated Leaftosser,null,0,null,null
UTPL_A0688,81,Scytalopus latrans,Blackish Tapaculo,null,1,null,null
UTPL_A0691,81,Scytalopus robbinsi,Ecuadorian Tapaculo,null,0,S-SO,null
UTPL_A0692,81,Scytalopus unicolor,Unicolored Tapaculo,null,1,null,null
UTPL_A0694,62,Serpophaga cinerea,Torrent Tyrannulet,null,1,null,null
UTPL_A0695,77,Setophaga castanea,Bay-breasted Warbler,null,0,null,MB - D
UTPL_A0696,77,Setophaga fusca,Blackburnian Warbler,Dendroica fusca,0,null,MB
UTPL_A0697,77,Setophaga petechia,Yellow Warbler,null,0,null,MB
UTPL_A0698,77,Setophaga pitiayumi,Tropical Parula,Parula pitiayumi,0,null,null
UTPL_A0699,77,Setophaga ruticilla,American Redstart,null,0,null,MB
UTPL_A0700,73,Sicalis flaveola,Saffron Finch,null,1,null,null
UTPL_A0701,73,Sicalis luteola,Grassland Yellow-Finch,null,1,null,null
UTPL_A0702,73,Sicalis taczanowskii,Sulphur-throated Finch,null,1,BT,null
UTPL_A0703,62,Sirystes albogriseus,Choco Sirystes,null,0,null,null
UTPL_A0704,61,Sittasomus griseicapillus,Olivaceous Woodcreeper,null,1,null,null
UTPL_A0706,37,Spizaetus ornatus,Ornate Hawk-Eagle,null,3,null,null
UTPL_A0707,37,Spizaetus tyrannus,Black Hawk-Eagle,null,1,null,null
UTPL_A0708,79,Sporagra magellanica,Hooded Siskin,Carduelis magellanica,1,null,null
UTPL_A0709,79,Sporagra siemiradzkii,Saffron Siskin,Carduelis siemiradzkii,2,BT,null
UTPL_A0710,79,Sporagra xanthrogastra,Yellow-bellied Siskin,null,0,null,null
UTPL_A0711,73,Sporophila angolensis,Lesser Seed-Finch,null,0,null,null
UTPL_A0712,73,Sporophila bouvronides,Lesson�s Seedeater,null,0,null,MI
UTPL_A0713,73,Sporophila corvina,Variable Seedeater,null,1,null,null
UTPL_A0714,73,Sporophila luctuosa,Black-and-white Seedeater,null,1,null,MI
UTPL_A0715,73,Sporophila nigricollis,Yellow-bellied Seedeater,null,1,null,null
UTPL_A0716,73,Sporophila peruviana,Parrot-billed Seedeater,null,1,BT,null
UTPL_A0717,73,Sporophila simplex,Drab Seedeater,null,0,S-SO,null
UTPL_A0718,73,Sporophila telasco,Chestnut-throated Seedeater,null,0,null,null
UTPL_A0719,44,Steatornis caripensis,Oilbird,null,1,null,null
UTPL_A0720,68,Stelgidopteryx ruficollis,Southern Rough-winged Swallow,null,1,null,null
UTPL_A0723,92,Sterna hirundinacea,South American Tern,null,0,null,DP - D
UTPL_A0724,92,Sterna hirundo,Common Tern,null,0,null,MB
UTPL_A0725,92,Sterna paradisaea,Arctic Tern,null,0,null,MB - P
UTPL_A0726,92,Sternula lorata,Peruvian Tern,null,0,null,DP
UTPL_A0727,47,Streptoprocne rutila,Chestnut-collared Swift,null,1,null,null
UTPL_A0728,47,Streptoprocne zonaris,White-collared Swift,null,1,null,null
UTPL_A0729,78,Sturnella bellicosa,Peruvian Meadowlark,null,1,null,null
UTPL_A0730,97,Sula granti,Nazca Booby,null,0,null,null
UTPL_A0731,97,Sula leucogaster,Brown Booby,null,0,null,VP - N D
UTPL_A0732,97,Sula nebouxii,Blue-footed Booby,null,0,null,null
UTPL_A0733,97,Sula sula,Red-footed Booby,null,0,null,null
UTPL_A0734,97,Sula variegata,Peruvian Booby,null,0,null,DP
UTPL_A0735,61,Synallaxis azarae,Azara�s Spinetail,null,1,null,null
UTPL_A0736,61,Synallaxis brachyura,Slaty Spinetail,null,1,null,null
UTPL_A0737,61,Synallaxis stictothorax,Necklaced Spinetail,null,0,BT,null
UTPL_A0738,61,Synallaxis tithys,Blackish-headed Spinetail,null,4,BT,null
UTPL_A0739,61,Synallaxis zimmeri,Russet-bellied Spinetail,null,0,null,null
UTPL_A0740,61,Syndactyla ruficollis,Rufous-necked Foliage-gleaner,null,2,S-SO,null
UTPL_A0741,61,Syndactyla rufosuperciliata,Buff-browed Foliage-gleaner,null,1,null,null
UTPL_A0742,61,Syndactyla subalaris,Lineated Foliage-gleaner,null,1,null,null
UTPL_A0743,46,Systellura longirostris,Band-winged Nightjar,Caprimulgus longirostris,1,null,null
UTPL_A0744,86,Tachybaptus dominicus,Least Grebe,null,1,null,null
UTPL_A0745,68,Tachycineta stolzmanni,Tumbes Swallow,null,0,BT,null
UTPL_A0746,73,Tachyphonus delatrii,Tawny-crested Tanager,null,0,null,null
UTPL_A0747,73,Tachyphonus luctuosus,White-shouldered Tanager,null,1,null,null
UTPL_A0748,73,Tachyphonus rufus,White-lined Tanager,null,1,null,null
UTPL_A0749,73,Tangara arthus,Golden Tanager,null,1,null,null
UTPL_A0751,73,Tangara cyanicollis,Blue-necked Tanager,null,1,null,null
UTPL_A0752,73,Tangara florida,Emerald Tanager,null,0,null,null
UTPL_A0753,73,Tangara gyrola,Bay-headed Tanager,null,1,null,null
UTPL_A0754,73,Tangara icterocephala,Silvery-throated Tanager,null,1,null,null
UTPL_A0755,73,Tangara johannae,Blue-whiskered Tanager,null,0,B-Ch,null
UTPL_A0756,73,Tangara larvata,Golden-hooded Tanager,null,0,null,null
UTPL_A0757,73,Tangara nigroviridis,Beryl-spangled Tanager,null,1,null,null
UTPL_A0758,73,Tangara palmeri,Gray-and-gold Tanager,null,0,LOcA,null
UTPL_A0759,73,Tangara parzudakii,Flame-faced Tanager,null,1,null,null
UTPL_A0760,73,Tangara ruficervix,Golden-naped Tanager,null,1,null,null
UTPL_A0761,73,Tangara rufigula,Rufous-throated Tanager,null,1,LOcA,null
UTPL_A0762,73,Tangara vassorii,Blue-and-black Tanager,null,1,null,null
UTPL_A0763,73,Tangara viridicollis,Silvery Tanager,null,1,null,null
UTPL_A0765,42,Tapera naevia,Striped Cuckoo,null,1,null,null
UTPL_A0766,57,Taraba major,Great Antshrike,null,1,null,null
UTPL_A0767,62,Terenotriccus erythrurus,Ruddy-tailed Flycatcher,null,0,null,null
UTPL_A0768,73,Tersina viridis,Swallow Tanager,null,1,null,null
UTPL_A0769,92,Thalasseus  sandvicensis,Sandwich Tern,null,0,null,MB
UTPL_A0770,92,Thalasseus elegans,Elegant Tern,null,0,null,MB - D
UTPL_A0771,92,Thalasseus maximus,Royal Tern,null,0,null,null
UTPL_A0772,48,Thalurania colombica,Green-crowned Woodnymph,Thalurania fannyi,1,BT,null
UTPL_A0773,59,Grallaria andicolus,Stripe-headed Antpitta,null,1,null,null
UTPL_A0774,57,Thamnistes anabatinus,Russet Antshrike,null,1,null,null
UTPL_A0775,57,Thamnophilus atrinucha,Black-crowned Antshrike,null,1,null,null
UTPL_A0776,57,Thamnophilus bernardi,Collared Antshrike,Sakesporus bernardi,0,BT,null
UTPL_A0778,57,Thamnophilus unicolor,Uniform Antshrike,null,1,null,null
UTPL_A0779,57,Thamnophilus zarumae,'Chapman''s Antshrike',null,1,S-SO,null
UTPL_A0780,48,Thaumastura cora,Peruvian Sheartail,null,0,null,Errs
UTPL_A0782,101,Thinocorus rumicivorus,Least Seedsnipe,null,0,null,null
UTPL_A0784,73,Thlypopsis ornata,Rufous-chested Tanager,null,1,null,null
UTPL_A0785,73,Thraupis cyanocephala,Blue-capped Tanager,null,1,null,null
UTPL_A0786,73,Thraupis episcopus,Blue-gray Tanager,null,1,null,null
UTPL_A0787,73,Thraupis palmarum,Palm Tanager,null,1,null,null
UTPL_A0788,48,Threnetes ruckeri,Band-tailed Barbthroat,null,1,null,null
UTPL_A0790,61,Thripadectes ignobilis,Uniform Treehunter,null,1,LOcA,null
UTPL_A0792,73,Tiaris obscurus,Dull-colored Grassquit,null,1,null,null
UTPL_A0793,34,Tigrisoma fasciatum,Fasciated Tiger-Heron,null,1,null,null
UTPL_A0794,34,Tigrisoma lineatum,Rufescent Tiger-Heron,null,0,null,null
UTPL_A0795,29,Tinamus major,Great Tinamou,null,0,null,null
UTPL_A0796,65,Tityra inquisitor,Black-crowned Tityra,null,0,null,null
UTPL_A0797,65,Tityra semifasciata,Masked Tityra,null,1,null,null
UTPL_A0798,62,Todirostrum cinereum,Common Tody-Flycatcher,null,1,null,null
UTPL_A0799,62,Todirostrum nigriceps,Black-headed Tody-Flycatcher,null,1,null,null
UTPL_A0800,62,Tolmomyias sulphurescens,Yellow-olive Flycatcher,null,1,null,null
UTPL_A0801,56,Touit dilectissimus,Blue-fronted Parrotlet,null,1,null,null
UTPL_A0802,40,Tringa flavipes,Lesser Yellowlegs,null,1,null,MB
UTPL_A0803,40,Tringa incana,Wandering Tattler,Heteroscelus incanus,0,null,MB
UTPL_A0804,40,Tringa melanoleuca,Greater Yellowlegs,null,0,null,MB
UTPL_A0805,40,Tringa semipalmata,Willet,null,0,null,MB
UTPL_A0806,40,Tringa solitaria,Solitary Sandpiper,null,1,null,MB
UTPL_A0807,69,Troglodytes aedon,House-Wren,null,1,null,null
UTPL_A0808,69,Troglodytes solstitialis,Mountain Wren,null,1,null,null
UTPL_A0809,49,Trogon caligatus,Gartered Trogon,null,1,null,null
UTPL_A0810,49,Trogon collaris,Collared Trogon,null,1,null,null
UTPL_A0811,49,Trogon comptus,Choc� Trogon / Blue tailed trogon,null,0,B-Ch,null
UTPL_A0812,49,Trogon melanurus,Black-tailed Trogon,null,1,null,null
UTPL_A0813,49,Trogon mesurus,Ecuadorian Trogon,null,1,BT,null
UTPL_A0814,49,Trogon personatus,Masked Trogon,null,1,null,null
UTPL_A0815,49,Trogon rufus,Black-throated Trogon,null,0,null,null
UTPL_A0816,49,Trogon violaceus,Amazonian Violaceous Trogon,null,0,null,null
UTPL_A0817,49,Trogon viridis,Amazonian White-tailed Trogon,null,0,null,null
UTPL_A0818,62,Tumbezia salvini,Tumbes Tyrant,null,3,null,null
