id,Codigo Especie,Familia,especie,nombre,sinonimo,uicn,endemismo,migracion
17655,UTPL_A0713,73,Sporophila corvina,Variable Seedeater,null,1,null,null
17656,UTPL_A0713,73,Sporophila corvina,Variable Seedeater,null,1,null,null
17657,UTPL_A0720,68,Stelgidopteryx ruficollis,Southern Rough-winged Swallow,null,null,null,null
17658,UTPL_A0720,68,Stelgidopteryx ruficollis,Southern Rough-winged Swallow,null,null,null,null
17659,UTPL_A0729,78,Sturnella bellicosa,Peruvian Meadowlark,null,1,null,null
17660,UTPL_A0718,73,Sporophila telasco,Chestnut-throated Seedeater,null,null,null,null
17661,UTPL_A0718,73,Sporophila telasco,Chestnut-throated Seedeater,null,null,null,null
17662,UTPL_A0494,34,Nyctanassa violacea,Yellow-crowned Night-Heron,null,null,null,null
17663,UTPL_A0494,34,Nyctanassa violacea,Yellow-crowned Night-Heron,null,null,null,null
17664,UTPL_A0479,62,Myiozetetes similis,Social Flycatcher,null,null,null,null
17665,UTPL_A0493,40,Numenius phaeopus,Whimbrel,null,null,null,MB
17666,UTPL_A0496,34,Nycticorax nycticorax,Black-crowned Night-Heron,null,null,null,MB - C ?
17667,UTPL_A0456,62,Myiobius atricaudus,Black-tailed Flycatcher,null,null,null,null
17668,UTPL_A0527,36,Pandion haliaetus,Osprey,null,null,null,MB
17669,UTPL_A0493,40,Numenius phaeopus,Whimbrel,null,null,null,MB
17670,UTPL_A0493,40,Numenius phaeopus,Whimbrel,null,null,null,MB
17671,UTPL_A0494,34,Nyctanassa violacea,Yellow-crowned Night-Heron,null,null,null,null
17672,UTPL_A0496,34,Nycticorax nycticorax,Black-crowned Night-Heron,null,null,null,MB - C ?
17673,UTPL_A0494,34,Nyctanassa violacea,Yellow-crowned Night-Heron,null,null,null,null
17674,UTPL_A0527,36,Pandion haliaetus,Osprey,null,null,null,MB
17675,UTPL_A0479,62,Myiozetetes similis,Social Flycatcher,null,null,null,null
17676,UTPL_A0528,47,Panyptila cayennensis,Lesser Swallow-tailed Swift,null,null,null,null
17677,UTPL_A0479,62,Myiozetetes similis,Social Flycatcher,null,null,null,null
17678,UTPL_A0496,34,Nycticorax nycticorax,Black-crowned Night-Heron,null,null,null,MB - C ?
17679,UTPL_A0496,34,Nycticorax nycticorax,Black-crowned Night-Heron,null,null,null,MB - C ?
17680,UTPL_A0479,62,Myiozetetes similis,Social Flycatcher,null,null,null,null
17681,UTPL_A0496,34,Nycticorax nycticorax,Black-crowned Night-Heron,null,null,null,MB - C ?
17682,UTPL_A0923,62,Onychorhynchus coronatus,Royal Flycatcher,null,null,null,null
17683,UTPL_A0527,36,Pandion haliaetus,Osprey,null,null,null,MB
17684,UTPL_A0479,62,Myiozetetes similis,Social Flycatcher,null,null,null,null
17685,UTPL_A0527,36,Pandion haliaetus,Osprey,null,null,null,MB
17686,UTPL_A0494,34,Nyctanassa violacea,Yellow-crowned Night-Heron,null,null,null,null
17687,UTPL_A0479,62,Myiozetetes similis,Social Flycatcher,null,null,null,null
17688,UTPL_A0527,36,Pandion haliaetus,Osprey,null,null,null,MB
17689,UTPL_A0530,37,Parabuteo unicinctus,Harris’ Hawk,null,null,null,null
17690,UTPL_A0527,36,Pandion haliaetus,Osprey,null,null,null,MB
17691,UTPL_A0527,36,Pandion haliaetus,Osprey,null,null,null,MB
17692,UTPL_A0496,34,Nycticorax nycticorax,Black-crowned Night-Heron,null,null,null,MB - C ?
17693,UTPL_A0419,50,Megaceryle torquata,Ringed Kingfisher,null,null,null,null
17694,UTPL_A0530,37,Parabuteo unicinctus,Harris’ Hawk,null,null,null,null
17695,UTPL_A0535,41,Patagioenas cayennensis,Pale-vented Pigeon,Columba cayannensis,null,null,null
17696,UTPL_A0526,65,Pachyramphus spodiurus,Slaty Becard,null,4,BT,null
17697,UTPL_A0479,62,Myiozetetes similis,Social Flycatcher,null,null,null,null
17698,UTPL_A0419,50,Megaceryle torquata,Ringed Kingfisher,null,null,null,null
17699,UTPL_A0420,62,Megarynchus pitangua,Boat-billed Flycatcher,null,1,null,null
17700,UTPL_A0520,30,Ortalis erythroptera,Rufous-headed Chachalaca,null,2,BT - RM,null
17701,UTPL_A0496,34,Nycticorax nycticorax,Black-crowned Night-Heron,null,null,null,MB - C ?
17702,UTPL_A0527,36,Pandion haliaetus,Osprey,null,null,null,MB
17703,UTPL_A0555,48,Phaethornis longirostris,Long-billed Hermit,null,null,BT,null
17704,UTPL_A0555,48,Phaethornis longirostris,Long-billed Hermit,null,null,BT,null
17705,UTPL_A0497,46,Nyctidromus albicollis,Common Pauraque,null,null,null,null
17706,UTPL_A0437,84,Mimus longicaudatus,Long-tailed Mockingbird,null,1,null,null
17707,UTPL_A0419,50,Megaceryle torquata,Ringed Kingfisher,null,null,null,null
17708,UTPL_A0419,50,Megaceryle torquata,Ringed Kingfisher,null,null,null,null
17709,UTPL_A0527,36,Pandion haliaetus,Osprey,null,null,null,MB
17710,UTPL_A0526,65,Pachyramphus spodiurus,Slaty Becard,null,4,BT,null
17711,UTPL_A0627,68,Progne chalybea,Gray-breasted Martin,null,null,null,null
17712,UTPL_A0807,69,Troglodytes aedon,House Wren,null,1,null,null
17713,UTPL_A0088,34,Bubulcus ibis,Cattle Egret,null,null,null,MB - C ?
17714,UTPL_A0317,43,Glaucidium peruanum,Peruvian Pygmy-Owl,null,1,BT,null
17715,UTPL_A0286,55,Falco rufigularis,Bat Falcon,null,null,null,null
17716,UTPL_A0530,37,Parabuteo unicinctus,Harris’ Hawk,null,null,null,null
17717,UTPL_A0197,41,Columbina buckleyi,Ecuadorian Ground-Dove,null,1,BT,null
17718,UTPL_A0196,41,Columba livia,Rock Pigeon,null,null,null,null
17719,UTPL_A0840,73,Volatinia jacarina,Blue-black Grassquit,null,1,null,null
17720,UTPL_A0222,29,Crypturellus soui,Little Tinamou,null,null,null,null
17721,UTPL_A0217,42,Crotophaga sulcirostris,Groove-billed Ani,null,1,null,null
17722,UTPL_A0700,73,Sicalis flaveola,Saffron Finch,null,1,null,null
17723,UTPL_A0210,35,Coragyps atratus,Black Vulture,null,null,null,null
17724,UTPL_A0289,62,Fluvicola nengeta,Masked Water-Tyrant,null,null,null,null
17725,UTPL_A0047,34,Ardea alba,Great Egret,null,null,null,MB - C ?
17726,UTPL_A0713,73,Sporophila corvina,Variable Seedeater,null,1,null,null
17727,UTPL_A0786,73,Thraupis episcopus,Blue-gray Tanager,null,1,null,null
17728,UTPL_A0262,62,Elaenia flavogaster,Yellow-bellied Elaenia,null,null,null,null
17729,UTPL_A0103,78,Cacicus cela,Yellow-rumped Cacique,null,1,null,null
17730,UTPL_A0365,78,Icterus mesomelas,Yellow-tailed Oriole,null,null,null,null
17731,UTPL_A0670,37,Rostrhamus sociabilis,Snail Kite,null,null,null,null
17732,UTPL_A0102,34,Butorides striata,Striated Heron,null,null,null,null
17733,UTPL_A0259,34,Egretta thula,Snowy Egret,null,null,null,null
17734,UTPL_A0829,62,Tyrannus melancholicus,Tropical Kingbird,null,null,null,MA ? C
17735,UTPL_A0119,62,Camptostoma obsoletum,Southern Beardless-Tyrannulet,null,1,null,null
17736,UTPL_A0134,35,Cathartes aura,Turkey Vulture,null,null,null,MB - C 
17737,UTPL_A0479,62,Myiozetetes similis,Social Flycatcher,null,null,null,null
17738,UTPL_A0292,56,Forpus coelestis,Pacific Parrotlet,null,1,BT,null
17739,UTPL_A0296,61,Furnarius leucopus,Pale-legged Hornero,null,null,null,null
17740,UTPL_A0252,78,Dives warszewiczi,Scrub Blackbird,null,1,null,null
17741,UTPL_A0443,78,Molothrus bonariensis,Shiny Cowbird,null,1,null,null
17742,UTPL_A0680,74,Saltator striatipectus,Streaked Saltator,null,1,null,null
17743,UTPL_A0618,70,Polioptila plumbea,Tropical Gnatcatcher,null,1,null,null
17744,UTPL_A0829,62,Tyrannus melancholicus,Tropical Kingbird,null,null,null,MA ? C
17745,UTPL_A0887,37,Elanus leucurus,White-tailed Kite,null,null,null,null
17746,UTPL_A0652,62,Pyrocephalus rubinus,Vermilion Flycatcher,null,1,null,MA - C
17747,UTPL_A0494,34,Nyctanassa violacea,Yellow-crowned Night-Heron,null,null,null,null
17748,UTPL_A0273,89,Eudocimus albus,White Ibis,null,1,null,null
17749,UTPL_A0262,62,Elaenia flavogaster,Yellow-bellied Elaenia,null,null,null,null
17750,UTPL_A0394,41,Leptotila verreauxi,White-tipped Dove,null,1,null,null
17751,UTPL_A0479,62,Myiozetetes similis,Social Flycatcher,null,null,null,null
17752,UTPL_A0622,38,Porphyrio martinicus,Purple Gallinule,null,null,null,null
17753,UTPL_A0293,33,Fregata magnificens,Magnificent Frigatebird,null,null,null,null
17754,UTPL_A0443,78,Molothrus bonariensis,Shiny Cowbird,null,1,null,null
17755,UTPL_A0289,62,Fluvicola nengeta,Masked Water-Tyrant,null,null,null,null
17756,UTPL_A0838,66,Vireo olivaceus,Red-eyed Vireo,null,1,null,MB - C / MA - C
17757,UTPL_A0292,56,Forpus coelestis,Pacific Parrotlet,null,1,BT,null
17758,UTPL_A0097,37,Buteogallus meridionalis,Savanna Hawk,null,null,null,null
17759,UTPL_A0484,48,Myrmia micrura,Short-tailed Woodstar,null,null,BT,null
17760,UTPL_A0670,37,Rostrhamus sociabilis,Snail Kite,null,null,null,null
17761,UTPL_A0560,83,Phalacrocorax brasilianus,Neotropic Cormorant,null,null,null,null
17762,UTPL_A0419,50,Megaceryle torquata,Ringed Kingfisher,null,null,null,null
17763,UTPL_A0296,61,Furnarius leucopus,Pale-legged Hornero,null,null,null,null
17764,UTPL_A0406,62,Lophotriccus pileatus,Scale-crested Pygmy-Tyrant,null,null,null,null
17765,UTPL_A0215,42,Crotophaga ani,Smooth-billed Ani,null,null,null,null
17766,UTPL_A0527,36,Pandion haliaetus,Osprey,null,null,null,MB
17767,UTPL_A0259,34,Egretta thula,Snowy Egret,null,null,null,null
17768,UTPL_A0608,89,Platalea ajaja,Roseate Spoonbill,null,null,null,null
17769,UTPL_A0535,41,Patagioenas cayennensis,Pale-vented Pigeon,Columba cayannensis,null,null,null
17770,UTPL_A0587,42,Piaya cayana,Squirrel Cuckoo,null,null,null,null
17771,UTPL_A0252,78,Dives warszewiczi,Scrub Blackbird,null,1,null,null
17772,UTPL_A0119,62,Camptostoma obsoletum,Southern Beardless-Tyrannulet,null,1,null,null
17773,UTPL_A0698,77,Setophaga pitiayumi,Tropical Parula,null,null,null,null
17774,UTPL_A0317,43,Glaucidium peruanum,Peruvian Pygmy-Owl,null,1,BT,null
17775,UTPL_A0385,61,Lepidocolaptes souleyetii,Streak-headed Woodcreeper,null,1,null,null
17776,UTPL_A0103,78,Cacicus cela,Yellow-rumped Cacique,null,1,null,null
17777,UTPL_A0134,35,Cathartes aura,Turkey Vulture,null,null,null,MB - C 
17778,UTPL_A0453,62,Myiarchus phaeocephalus,Sooty-crowned Flycatcher,null,1,BT - RM,null
17779,UTPL_A0102,34,Butorides striata,Striated Heron,null,null,null,null
17780,UTPL_A0365,78,Icterus mesomelas,Yellow-tailed Oriole,null,null,null,null
17781,UTPL_A0713,73,Sporophila corvina,Variable Seedeater,null,1,null,null
17782,UTPL_A0572,69,Pheugopedius sclateri,Speckle-breasted Wren,Thryothorus sclateri,null,BT - RM,null
17783,UTPL_A0006,40,Actitis macularius,Spotted Sandpiper,null,null,null,MB
17784,UTPL_A0016,48,Amazilia amazilia,Amazilia Hummingbird,null,1,null,null
17785,UTPL_A0863,108,Anhinga anhinga,Anhinga,null,null,null,null
17786,UTPL_A0286,55,Falco rufigularis,Bat Falcon,null,null,null,null
17787,UTPL_A0158,50,Chloroceryle americana,Green Kingfisher,null,null,null,null
17788,UTPL_A0351,55,Herpetotheres cachinnans,Laughing Falcon,null,null,null,null
17789,UTPL_A0216,42,Crotophaga major,Greater Ani,null,null,null,null
17790,UTPL_A0242,82,Dendrocygna autumnalis,Black-bellied Whistling-Duck,null,null,null,null
17791,UTPL_A0627,68,Progne chalybea,Gray-breasted Martin,null,null,null,null
17792,UTPL_A0744,86,Tachybaptus dominicus,Least Grebe,null,null,null,null
17793,UTPL_A0258,34,Egretta caerulea,Little Blue Heron,null,null,null,MB - C ?
17794,UTPL_A0776,57,Thamnophilus bernardi,Collared Antshrike,Sakesporus bernardi,null,BT,null
17795,UTPL_A0198,41,Columbina cruziana,Croaking Ground-Dove,null,1,null,null
17796,UTPL_A0807,69,Troglodytes aedon,House Wren,null,1,null,null
17797,UTPL_A0045,109,Aramus guarauna,Limpkin,null,null,null,null
17798,UTPL_A0210,35,Coragyps atratus,Black Vulture,null,null,null,null
17799,UTPL_A0530,37,Parabuteo unicinctus,Harris’ Hawk,null,null,null,null
17800,UTPL_A0831,80,Tyto alba,Barn Owl,null,null,null,null
17801,UTPL_A0656,78,Quiscalus mexicanus,Great-tailed Grackle,null,null,null,null
17802,UTPL_A0222,29,Crypturellus soui,Little Tinamou,null,null,null,null
17803,UTPL_A0862,110,Anhima cornuta,Horned Screamer,null,null,null,null
17804,UTPL_A0047,34,Ardea alba,Great Egret,null,null,null,MB - C ?
17805,UTPL_A0522,65,Pachyramphus albogriseus,Black-and-white Becard,null,null,null,null
17806,UTPL_A0840,73,Volatinia jacarina,Blue-black Grassquit,null,1,null,null
17807,UTPL_A0786,73,Thraupis episcopus,Blue-gray Tanager,null,1,null,null
17808,UTPL_A0591,54,Picumnus sclateri,Ecuadorian Piculet,null,1,BT,null
17809,UTPL_A0048,34,Ardea cocoi,Cocoi Heron,null,null,null,null
17810,UTPL_A0787,73,Thraupis palmarum,Palm Tanager,null,null,null,null
17811,UTPL_A0838,66,Vireo olivaceus,Red-eyed Vireo,null,1,null,MB - C / MA - C
17812,UTPL_A0289,62,Fluvicola nengeta,Masked Water-Tyrant,null,null,null,null
17813,UTPL_A0923,62,Onychorhynchus coronatus,Royal Flycatcher,null,null,null,null
17814,UTPL_A0292,56,Forpus coelestis,Pacific Parrotlet,null,1,BT,null
17815,UTPL_A0700,73,Sicalis flaveola,Saffron Finch,null,1,null,null
17816,UTPL_A0296,61,Furnarius leucopus,Pale-legged Hornero,null,null,null,null
17817,UTPL_A0252,78,Dives warszewiczi,Scrub Blackbird,null,1,null,null
17818,UTPL_A0296,61,Furnarius leucopus,Pale-legged Hornero,null,null,null,null
17819,UTPL_A0317,43,Glaucidium peruanum,Peruvian Pygmy-Owl,null,1,BT,null
17820,UTPL_A0729,78,Sturnella bellicosa,Peruvian Meadowlark,null,1,null,null
17821,UTPL_A0242,82,Dendrocygna autumnalis,Black-bellied Whistling-Duck,null,null,null,null
17822,UTPL_A0622,38,Porphyrio martinicus,Purple Gallinule,null,null,null,null
17823,UTPL_A0180,41,Claravis pretiosa,Blue Ground-Dove,null,1,null,null
17824,UTPL_A0355,90,Himantopus mexicanus,Black-necked Stilt,null,null,null,null
17825,UTPL_A0718,73,Sporophila telasco,Chestnut-throated Seedeater,null,null,null,null
17826,UTPL_A0813,49,Trogon mesurus,Ecuadorian Trogon,null,1,BT,null
17827,UTPL_A0141,57,Cercomacra nigricans,Jet Antbird,null,null,null,null
17828,UTPL_A0292,56,Forpus coelestis,Pacific Parrotlet,null,1,BT,null
17829,UTPL_A0276,79,Euphonia laniirostris,Thick-billed Euphonia,null,1,null,null
17830,UTPL_A0119,62,Camptostoma obsoletum,Southern Beardless-Tyrannulet,null,1,null,null
17831,UTPL_A0713,73,Sporophila corvina,Variable Seedeater,null,1,null,null
17832,UTPL_A0587,42,Piaya cayana,Squirrel Cuckoo,null,null,null,null
17833,UTPL_A0394,41,Leptotila verreauxi,White-tipped Dove,null,1,null,null
17834,UTPL_A0627,68,Progne chalybea,Gray-breasted Martin,null,null,null,null
17835,UTPL_A0680,74,Saltator striatipectus,Streaked Saltator,null,1,null,null
17836,UTPL_A0807,69,Troglodytes aedon,House Wren,null,1,null,null
17837,UTPL_A0766,57,Taraba major,Great Antshrike,null,null,null,null
17838,UTPL_A0141,57,Cercomacra nigricans,Jet Antbird,null,null,null,null
17839,UTPL_A0697,77,Setophaga petechia,Yellow Warbler,null,null,null,MB
17840,UTPL_A0006,40,Actitis macularius,Spotted Sandpiper,null,null,null,MB
17841,UTPL_A0829,62,Tyrannus melancholicus,Tropical Kingbird,null,null,null,MA ? C
17842,UTPL_A0618,70,Polioptila plumbea,Tropical Gnatcatcher,null,1,null,null
17843,UTPL_A0698,77,Setophaga pitiayumi,Tropical Parula,null,null,null,null
17844,UTPL_A0838,66,Vireo olivaceus,Red-eyed Vireo,null,1,null,MB - C / MA - C
17845,UTPL_A0835,54,Veniliornis callonotus,Scarlet-backed Woodpecker,null,1,BT,null
17846,UTPL_A0838,66,Vireo olivaceus,Red-eyed Vireo,null,1,null,MB - C / MA - C
17847,UTPL_A0158,50,Chloroceryle americana,Green Kingfisher,null,null,null,null
17848,UTPL_A0141,57,Cercomacra nigricans,Jet Antbird,null,null,null,null
17849,UTPL_A0097,37,Buteogallus meridionalis,Savanna Hawk,null,null,null,null
17850,UTPL_A0813,49,Trogon mesurus,Ecuadorian Trogon,null,1,BT,null
17851,UTPL_A0680,74,Saltator striatipectus,Streaked Saltator,null,1,null,null
17852,UTPL_A0252,78,Dives warszewiczi,Scrub Blackbird,null,1,null,null
17853,UTPL_A0372,91,Jacana jacana,Wattled Jaçana,null,null,null,null
17854,UTPL_A0670,37,Rostrhamus sociabilis,Snail Kite,null,null,null,null
17855,UTPL_A0650,57,Pyriglena leuconota,White-backed Fire-eye,null,null,null,null
17856,UTPL_A0273,89,Eudocimus albus,White Ibis,null,1,null,null
17857,UTPL_A0887,37,Elanus leucurus,White-tailed Kite,null,null,null,null
17858,UTPL_A0355,90,Himantopus mexicanus,Black-necked Stilt,null,null,null,null
17859,UTPL_A0180,41,Claravis pretiosa,Blue Ground-Dove,null,1,null,null
17860,UTPL_A0420,62,Megarynchus pitangua,Boat-billed Flycatcher,null,1,null,null
17861,UTPL_A0473,77,Myiothlypis fraseri,Gray-and-gold Warbler,Brasileuterus fraseri,null,BT,null
17862,UTPL_A0823,72,Turdus maculirostris,Ecuadorian Thrush,null,null,BT,null
17863,UTPL_A0786,73,Thraupis episcopus,Blue-gray Tanager,null,1,null,null
17864,UTPL_A0419,50,Megaceryle torquata,Ringed Kingfisher,null,null,null,null
17865,UTPL_A0398,92,Leucophaeus atricilla,Laughing Gull,null,null,null,MB
17866,UTPL_A0419,50,Megaceryle torquata,Ringed Kingfisher,null,null,null,null
17867,UTPL_A0158,50,Chloroceryle americana,Green Kingfisher,null,null,null,null
17868,UTPL_A0293,33,Fregata magnificens,Magnificent Frigatebird,null,null,null,null
17869,UTPL_A0273,89,Eudocimus albus,White Ibis,null,1,null,null
17870,UTPL_A0278,79,Euphonia saturata,Orange-crowned Euphonia,null,null,null,null
17871,UTPL_A0296,61,Furnarius leucopus,Pale-legged Hornero,null,null,null,null
17872,UTPL_A0276,79,Euphonia laniirostris,Thick-billed Euphonia,null,1,null,null
17873,UTPL_A0278,79,Euphonia saturata,Orange-crowned Euphonia,null,null,null,null
17874,UTPL_A0296,61,Furnarius leucopus,Pale-legged Hornero,null,null,null,null
17875,UTPL_A0273,89,Eudocimus albus,White Ibis,null,1,null,null
17876,UTPL_A0293,33,Fregata magnificens,Magnificent Frigatebird,null,null,null,null
17877,UTPL_A0276,79,Euphonia laniirostris,Thick-billed Euphonia,null,1,null,null
17878,UTPL_A0273,89,Eudocimus albus,White Ibis,null,1,null,null
17879,UTPL_A0273,89,Eudocimus albus,White Ibis,null,1,null,null
17880,UTPL_A0372,91,Jacana jacana,Wattled Jaçana,null,null,null,null
17881,UTPL_A0296,61,Furnarius leucopus,Pale-legged Hornero,null,null,null,null
17882,UTPL_A0289,62,Fluvicola nengeta,Masked Water-Tyrant,null,null,null,null
17883,UTPL_A0289,62,Fluvicola nengeta,Masked Water-Tyrant,null,null,null,null
17884,UTPL_A0406,62,Lophotriccus pileatus,Scale-crested Pygmy-Tyrant,null,null,null,null
17885,UTPL_A0273,89,Eudocimus albus,White Ibis,null,1,null,null
17886,UTPL_A0411,64,Manacus manacus,White-bearded Manakin,null,null,null,null
17887,UTPL_A0292,56,Forpus coelestis,Pacific Parrotlet,null,1,BT,null
17888,UTPL_A0281,62,Euscarthmus meloryphus,Tawny-crowned Pygmy-Tyrant,null,1,null,null
17889,UTPL_A0372,91,Jacana jacana,Wattled Jaçana,null,null,null,null
17890,UTPL_A0276,79,Euphonia laniirostris,Thick-billed Euphonia,null,1,null,null
17891,UTPL_A0296,61,Furnarius leucopus,Pale-legged Hornero,null,null,null,null
17892,UTPL_A0372,91,Jacana jacana,Wattled Jaçana,null,null,null,null
17893,UTPL_A0372,91,Jacana jacana,Wattled Jaçana,null,null,null,null
17894,UTPL_A0296,61,Furnarius leucopus,Pale-legged Hornero,null,null,null,null
17895,UTPL_A0273,89,Eudocimus albus,White Ibis,null,1,null,null
17896,UTPL_A0273,89,Eudocimus albus,White Ibis,null,1,null,null
17897,UTPL_A0296,61,Furnarius leucopus,Pale-legged Hornero,null,null,null,null
17898,UTPL_A0293,33,Fregata magnificens,Magnificent Frigatebird,null,null,null,null
17899,UTPL_A0289,62,Fluvicola nengeta,Masked Water-Tyrant,null,null,null,null
17900,UTPL_A0304,92,Gelochelidon nilotica,Gull-billed Tern,Sterna nilotica,null,null,null
17901,UTPL_A0278,79,Euphonia saturata,Orange-crowned Euphonia,null,null,null,null
17902,UTPL_A0289,62,Fluvicola nengeta,Masked Water-Tyrant,null,null,null,null
17903,UTPL_A0273,89,Eudocimus albus,White Ibis,null,1,null,null
17904,UTPL_A0278,79,Euphonia saturata,Orange-crowned Euphonia,null,null,null,null
17905,UTPL_A0293,33,Fregata magnificens,Magnificent Frigatebird,null,null,null,null
17906,UTPL_A0296,61,Furnarius leucopus,Pale-legged Hornero,null,null,null,null
17907,UTPL_A0276,79,Euphonia laniirostris,Thick-billed Euphonia,null,1,null,null
17908,UTPL_A0293,33,Fregata magnificens,Magnificent Frigatebird,null,null,null,null
17909,UTPL_A0406,62,Lophotriccus pileatus,Scale-crested Pygmy-Tyrant,null,null,null,null
17910,UTPL_A0289,62,Fluvicola nengeta,Masked Water-Tyrant,null,null,null,null
17911,UTPL_A0278,79,Euphonia saturata,Orange-crowned Euphonia,null,null,null,null
17912,UTPL_A0292,56,Forpus coelestis,Pacific Parrotlet,null,1,BT,null
17913,UTPL_A0296,61,Furnarius leucopus,Pale-legged Hornero,null,null,null,null
17914,UTPL_A0289,62,Fluvicola nengeta,Masked Water-Tyrant,null,null,null,null
17915,UTPL_A0293,33,Fregata magnificens,Magnificent Frigatebird,null,null,null,null
17916,UTPL_A0292,56,Forpus coelestis,Pacific Parrotlet,null,1,BT,null
17917,UTPL_A0296,61,Furnarius leucopus,Pale-legged Hornero,null,null,null,null
17918,UTPL_A0276,79,Euphonia laniirostris,Thick-billed Euphonia,null,1,null,null
17919,UTPL_A0292,56,Forpus coelestis,Pacific Parrotlet,null,1,BT,null
17920,UTPL_A0278,79,Euphonia saturata,Orange-crowned Euphonia,null,null,null,null
17921,UTPL_A0278,79,Euphonia saturata,Orange-crowned Euphonia,null,null,null,null
17922,UTPL_A0372,91,Jacana jacana,Wattled Jaçana,null,null,null,null
17923,UTPL_A0304,92,Gelochelidon nilotica,Gull-billed Tern,Sterna nilotica,null,null,null
17924,UTPL_A0292,56,Forpus coelestis,Pacific Parrotlet,null,1,BT,null
17925,UTPL_A0289,62,Fluvicola nengeta,Masked Water-Tyrant,null,null,null,null
17926,UTPL_A0276,79,Euphonia laniirostris,Thick-billed Euphonia,null,1,null,null
17927,UTPL_A0292,56,Forpus coelestis,Pacific Parrotlet,null,1,BT,null
17928,UTPL_A0293,33,Fregata magnificens,Magnificent Frigatebird,null,null,null,null
17929,UTPL_A0296,61,Furnarius leucopus,Pale-legged Hornero,null,null,null,null
17930,UTPL_A0304,92,Gelochelidon nilotica,Gull-billed Tern,Sterna nilotica,null,null,null
17931,UTPL_A0766,57,Taraba major,Great Antshrike,null,null,null,null
17932,UTPL_A0807,69,Troglodytes aedon,House Wren,null,1,null,null
17933,UTPL_A0813,49,Trogon mesurus,Ecuadorian Trogon,null,1,BT,null
17934,UTPL_A0829,62,Tyrannus melancholicus,Tropical Kingbird,null,null,null,MA ? C
17935,UTPL_A0787,73,Thraupis palmarum,Palm Tanager,null,null,null,null
17936,UTPL_A0713,73,Sporophila corvina,Variable Seedeater,null,1,null,null
17937,UTPL_A0713,73,Sporophila corvina,Variable Seedeater,null,1,null,null
17938,UTPL_A0704,61,Sittasomus griseicapillus,Olivaceous Woodcreeper,null,1,null,null
17939,UTPL_A0720,68,Stelgidopteryx ruficollis,Southern Rough-winged Swallow,null,null,null,null
17940,UTPL_A0047,34,Ardea alba,Great Egret,null,null,null,MB - C ?
17941,UTPL_A0048,34,Ardea cocoi,Cocoi Heron,null,null,null,null
17942,UTPL_A0047,34,Ardea alba,Great Egret,null,null,null,MB - C ?
17943,UTPL_A0048,34,Ardea cocoi,Cocoi Heron,null,null,null,null
17944,UTPL_A0530,37,Parabuteo unicinctus,Harris’ Hawk,null,null,null,null
17945,UTPL_A0729,78,Sturnella bellicosa,Peruvian Meadowlark,null,1,null,null
17946,UTPL_A0437,84,Mimus longicaudatus,Long-tailed Mockingbird,null,1,null,null
17947,UTPL_A0493,40,Numenius phaeopus,Whimbrel,null,null,null,MB
17948,UTPL_A0484,48,Myrmia micrura,Short-tailed Woodstar,null,null,BT,null
17949,UTPL_A0293,33,Fregata magnificens,Magnificent Frigatebird,null,null,null,null
17950,UTPL_A0303,37,Gampsonyx swainsonii,Pearl Kite,null,null,null,null
17951,UTPL_A0292,56,Forpus coelestis,Pacific Parrotlet,null,1,BT,null
17952,UTPL_A0292,56,Forpus coelestis,Pacific Parrotlet,null,1,BT,null
17953,UTPL_A0530,37,Parabuteo unicinctus,Harris’ Hawk,null,null,null,null
17954,UTPL_A0460,62,Myiodynastes bairdii,Baird’s Flycatcher,null,1,BT,null
17955,UTPL_A0716,73,Sporophila peruviana,Parrot-billed Seedeater,null,1,BT,null
17956,UTPL_A0530,37,Parabuteo unicinctus,Harris’ Hawk,null,null,null,null
17957,UTPL_A0496,34,Nycticorax nycticorax,Black-crowned Night-Heron,null,null,null,MB - C ?
17958,UTPL_A0498,46,Nyctidromus anthonyi,Scrub Nightjar,null,null,BT,null
17959,UTPL_A0378,92,Larus dominicanus,Kelp Gull,null,null,null,DP
17960,UTPL_A0652,62,Pyrocephalus rubinus,Vermilion Flycatcher,null,1,null,MA - C
17961,UTPL_A0620,73,Poospiza hispaniolensis,Collared Warbling-Finch,null,1,BT,null
17962,UTPL_A0716,73,Sporophila peruviana,Parrot-billed Seedeater,null,1,BT,null
17963,UTPL_A0716,73,Sporophila peruviana,Parrot-billed Seedeater,null,1,BT,null
17964,UTPL_A0125,69,Cantorchilus superciliaris,Superciliated Wren,Tryothorus superciliaris,null,BT,null
17965,UTPL_A0097,37,Buteogallus meridionalis,Savanna Hawk,null,null,null,null
17966,UTPL_A0287,55,Falco sparverius,American Kestrel,null,1,null,null
17967,UTPL_A0830,62,Tyrannus niveigularis,Snowy-throated Kingbird,null,1,BT,MI
17968,UTPL_A0252,78,Dives warszewiczi,Scrub Blackbird,null,1,null,null
17969,UTPL_A0700,73,Sicalis flaveola,Saffron Finch,null,1,null,null
17970,UTPL_A0664,73,Rhodospingus cruentus,Crimson-breasted Finch,null,1,BT,MI
17971,UTPL_A0460,62,Myiodynastes bairdii,Baird’s Flycatcher,null,1,BT,null
17972,UTPL_A0718,73,Sporophila telasco,Chestnut-throated Seedeater,null,null,null,null
17973,UTPL_A0729,78,Sturnella bellicosa,Peruvian Meadowlark,null,1,null,null
17974,UTPL_A0134,35,Cathartes aura,Turkey Vulture,null,null,null,MB - C 
